Age,AnnualSalary,Attrition,Department,EmployeeID,EngagementScore,JobRole,JobSatisfaction,OverTime,PerformanceRating,TenureYears,WorkLifeBalance,WorkMode,YearsSinceLastPromotion,CandidateID,HireSource,TimeToHireDays,HireDate,NameMatchScore,MatchStatus,TicketCount,EscalatedTickets,AvgResolveDays
58,78455,Yes,News & Content,525,3,Reporter,1,No,3,6.8,1,On-site,0.4,9525,University Recruiting,45,2023-07-25,1.0,OK,7,1,3.5714285714285716
27,77443,No,Sales,526,2,Sales Manager,1,No,2,7.0,3,Hybrid,0.8,9526,Employee Referral,31,2019-07-03,1.0,OK,7,0,1.4285714285714286
40,86050,No,News & Content,527,3,Reporter,3,Yes,4,0.6,4,On-site,0.6,9527,Employee Referral,34,2025-05-06,1.0,OK,7,1,2.7142857142857144
44,85838,No,Sales,528,2,Sales Manager,4,No,3,4.9,2,On-site,0.4,9528,LinkedIn,31,2024-12-15,1.0,OK,2,0,2.0
31,81570,No,News & Content,529,4,Reporter,3,Yes,2,6.7,3,Hybrid,3.2,9529,Recruiter Sourced,40,2026-07-21,1.0,OK,1,0,1.0
31,90799,No,Finance,530,3,Accountant,3,No,4,3.4,1,Hybrid,2.2,9530,Employee Referral,33,2021-11-14,1.0,OK,2,0,4.5
34,87200,No,Sales,531,3,Sales Coordinator,3,No,3,7.8,2,Hybrid,2.9,9531,Recruiter Sourced,43,2021-03-25,1.0,OK,1,1,5.0
48,47476,No,Sales,532,4,Sales Coordinator,3,No,3,2.8,3,Remote,0.2,9532,Recruiter Sourced,43,2023-01-16,1.0,OK,1,0,4.0
33,49684,No,Engineering,533,3,Systems Engineer,3,Yes,4,3.0,2,On-site,0.6,9533,Career Site,21,2023-08-29,1.0,OK,2,1,4.0
45,82072,No,Engineering,534,4,IT Support,4,Yes,3,3.5,3,Remote,1.6,9534,Employee Referral,38,2018-08-26,1.0,OK,6,0,2.3333333333333335
53,61832,No,Sales,535,4,Sales Coordinator,4,Yes,3,2.5,4,On-site,2.5,9535,University Recruiting,50,2020-03-02,1.0,OK,2,0,5.0
35,89616,No,Finance,536,4,Financial Analyst,4,No,2,0.6,2,On-site,0.6,9536,LinkedIn,40,2020-10-23,1.0,OK,0,0,0.0
35,95682,No,Sales,537,2,Account Executive,4,No,2,0.7,4,Hybrid,0.7,9537,Employee Referral,38,2024-11-17,1.0,OK,1,0,10.0
43,83048,No,Sales,538,4,Sales Coordinator,4,No,3,8.9,2,On-site,0.9,9538,LinkedIn,24,2021-01-08,1.0,OK,1,0,0.0
21,61642,No,Sales,539,1,Account Executive,3,Yes,3,1.0,4,Hybrid,0.5,9539,Employee Referral,24,2022-08-12,1.0,OK,11,1,2.1818181818181817
26,49357,Yes,Finance,540,4,Accountant,4,Yes,4,0.7,3,Hybrid,0.2,9540,Indeed,33,2021-02-24,1.0,OK,13,1,1.6153846153846154
21,82268,Yes,Engineering,541,4,Broadcast Engineer,4,Yes,3,1.0,1,Remote,1.0,9541,Employee Referral,25,2018-08-10,1.0,OK,2,1,2.5
25,34000,Yes,News & Content,542,3,Reporter,3,Yes,3,5.0,1,On-site,2.8,9542,LinkedIn,46,2024-01-18,1.0,OK,9,3,1.5555555555555556
21,79210,No,Sales,543,4,Sales Manager,1,No,4,1.0,1,On-site,1.0,9543,Employee Referral,31,2021-04-16,1.0,OK,9,1,1.8888888888888888
64,94775,No,Human Resources,544,1,HR Manager,2,No,2,7.6,3,On-site,0.5,9544,LinkedIn,25,2024-05-09,1.0,OK,7,1,2.5714285714285716
50,72994,No,Finance,545,2,Finance Manager,3,No,3,1.9,2,Hybrid,1.9,9545,Indeed,47,2023-06-27,1.0,OK,3,1,4.333333333333333
32,82607,No,Sales,546,3,Sales Manager,3,No,3,1.0,4,Hybrid,1.0,9546,Recruiter Sourced,19,2018-10-17,1.0,OK,3,0,2.6666666666666665
49,112374,No,Sales,547,2,Sales Coordinator,3,No,3,0.5,1,On-site,0.5,9547,Career Site,33,2019-12-19,1.0,OK,6,1,3.6666666666666665
35,34000,No,Finance,548,1,Finance Manager,4,No,3,3.9,3,Hybrid,0.2,9548,Employee Referral,26,2021-03-15,1.0,OK,2,1,0.5
41,90648,No,News & Content,549,3,Photojournalist,1,No,3,1.3,3,Hybrid,1.0,9549,Employee Referral,65,2021-04-06,1.0,OK,9,1,1.6666666666666667
56,102405,No,News & Content,550,2,News Director,4,Yes,3,3.3,2,On-site,2.1,9550,Career Site,33,2023-12-09,1.0,OK,2,0,2.0
21,57494,No,News & Content,551,3,News Director,2,No,3,0.5,3,On-site,0.5,9551,Indeed,22,2025-11-21,1.0,OK,6,3,7.0
31,64478,No,Sales,552,4,Account Executive,4,No,3,10.9,4,Hybrid,3.1,9552,LinkedIn,34,2024-12-08,1.0,OK,3,0,1.6666666666666667
21,59478,No,Sales,553,4,Sales Manager,4,No,3,1.0,3,Hybrid,0.6,9553,Employee Referral,31,2023-09-22,1.0,OK,3,0,3.3333333333333335
35,84626,Yes,News & Content,554,2,Producer,3,Yes,3,2.2,4,On-site,2.2,9554,Employee Referral,24,2022-05-30,1.0,OK,7,1,2.2857142857142856
39,40485,Yes,News & Content,555,1,Reporter,1,Yes,3,0.1,4,Remote,0.1,9555,Indeed,46,2023-07-30,1.0,OK,11,1,2.0
45,74453,No,Sales,556,4,Sales Manager,4,No,3,1.1,3,Hybrid,1.1,9556,Employee Referral,42,2025-09-11,1.0,OK,1,1,3.0
21,47899,No,Sales,557,4,Account Executive,4,Yes,3,1.0,4,Hybrid,0.3,9557,Employee Referral,37,2022-11-09,1.0,OK,3,0,3.3333333333333335
30,97402,No,Engineering,558,4,IT Support,4,No,4,1.8,4,On-site,0.7,9558,Career Site,23,2021-03-29,1.0,OK,2,0,6.0
35,60694,No,Sales,559,4,Account Executive,4,No,3,3.1,4,On-site,1.1,9559,Employee Referral,57,2024-10-30,1.0,OK,1,0,1.0
31,34000,No,Finance,560,3,Accountant,4,No,4,11.0,2,Hybrid,1.5,9560,Recruiter Sourced,38,2021-11-14,1.0,OK,2,1,1.5
38,34000,No,Sales,561,4,Account Executive,4,Yes,3,3.4,3,Remote,2.8,9561,Career Site,26,2024-07-01,1.0,OK,1,0,1.0
21,34000,No,Sales,562,3,Sales Manager,4,No,3,1.0,3,Hybrid,1.0,9562,Recruiter Sourced,48,2025-03-29,1.0,OK,2,0,0.0
29,121339,No,Human Resources,563,1,HR Manager,3,No,4,5.9,2,On-site,2.8,9563,Employee Referral,35,2020-12-14,1.0,OK,2,0,3.0
25,84200,No,Sales,564,4,Account Executive,4,No,4,1.7,3,Hybrid,1.7,9564,Recruiter Sourced,46,2024-05-11,1.0,OK,0,0,0.0
49,48561,No,Sales,565,4,Account Executive,3,Yes,3,16.0,3,Hybrid,2.6,9565,LinkedIn,39,2021-01-30,1.0,OK,3,0,4.0
47,72962,No,Finance,566,4,Finance Manager,4,No,3,3.9,4,Hybrid,0.2,9566,Career Site,62,2022-11-05,1.0,OK,3,0,3.0
30,34000,Yes,Engineering,567,3,Broadcast Engineer,2,Yes,3,1.4,3,On-site,0.8,9567,Employee Referral,20,2020-03-23,1.0,OK,4,0,1.5
45,50855,No,Human Resources,568,4,HR Manager,4,No,3,0.5,4,On-site,0.5,9568,Career Site,27,2024-01-17,1.0,OK,3,0,0.0
34,95923,No,Human Resources,569,4,HR Manager,3,No,3,6.6,3,Remote,1.9,9569,Career Site,72,2024-12-15,1.0,OK,3,0,2.0
45,93326,Yes,News & Content,570,2,Editor,2,Yes,3,0.4,4,Hybrid,0.4,9570,Career Site,32,2025-08-30,1.0,OK,4,1,0.5
50,68283,No,Finance,571,4,Financial Analyst,2,Yes,3,10.3,1,Hybrid,1.8,9571,Employee Referral,19,2021-05-22,1.0,OK,3,1,3.3333333333333335
37,63309,No,Sales,572,4,Account Executive,1,No,4,2.1,2,Hybrid,1.2,9572,Career Site,41,2026-04-26,1.0,OK,6,2,1.6666666666666667
45,75269,No,Finance,573,4,Accountant,3,No,4,0.3,3,On-site,0.3,9573,Employee Referral,48,2020-10-20,1.0,OK,2,1,2.5
34,55540,Yes,News & Content,574,2,Reporter,3,No,3,1.1,4,On-site,1.1,9574,Career Site,32,2018-10-23,1.0,OK,4,0,4.5
51,65660,No,Human Resources,575,3,HR Manager,3,No,3,9.9,3,On-site,2.0,9575,Career Site,9,2026-06-06,1.0,OK,2,0,1.0
30,34000,No,Finance,576,1,Financial Analyst,3,No,3,4.8,3,On-site,2.7,9576,LinkedIn,22,2023-07-28,1.0,OK,1,0,3.0
48,56006,No,News & Content,577,3,Reporter,3,No,4,10.2,1,Hybrid,0.0,9577,University Recruiting,13,2025-04-19,1.0,OK,1,0,0.0
35,90388,No,Sales,578,2,Account Executive,2,No,3,2.2,4,Hybrid,0.5,9578,Career Site,60,2023-02-16,1.0,OK,7,0,3.5714285714285716
30,62351,No,News & Content,579,4,Reporter,4,Yes,2,0.5,2,On-site,0.5,9579,LinkedIn,12,2021-09-04,1.0,OK,6,1,1.5
34,56022,No,News & Content,580,4,News Director,3,No,4,4.4,3,Remote,1.8,9580,Indeed,26,2023-04-28,1.0,OK,5,1,1.4
23,34000,No,Sales,581,1,Account Executive,4,No,4,0.6,3,Hybrid,0.5,9581,Recruiter Sourced,40,2025-06-23,0.5454545454545454,REVIEW,4,0,2.5
29,108837,No,Sales,582,4,Account Executive,3,Yes,3,0.3,3,Hybrid,0.0,9582,Indeed,17,2024-07-28,1.0,OK,1,0,7.0
21,67815,Yes,Engineering,583,2,IT Support,2,Yes,2,1.0,2,Hybrid,0.5,9583,Career Site,39,2024-03-14,1.0,OK,8,0,1.5
27,74470,No,News & Content,584,3,Reporter,3,No,2,7.0,3,Hybrid,0.1,9584,Recruiter Sourced,25,2021-01-27,1.0,OK,6,0,2.8333333333333335
35,151821,No,News & Content,585,4,News Director,3,No,3,5.9,3,On-site,3.8,9585,Employee Referral,38,2018-10-24,1.0,OK,4,0,3.0
56,86581,No,Engineering,586,2,Systems Engineer,3,No,4,3.0,2,On-site,0.1,9586,Indeed,30,2021-11-14,1.0,OK,6,2,1.0
50,96515,No,Engineering,587,3,IT Support,4,No,3,2.5,4,On-site,1.4,9587,Employee Referral,31,2022-07-15,1.0,OK,3,0,1.0
37,90450,No,Sales,588,4,Sales Coordinator,4,No,3,12.7,2,On-site,3.2,9588,Indeed,47,2020-06-17,1.0,OK,1,0,1.0
34,49351,No,Sales,589,1,Sales Coordinator,4,No,3,14.0,3,Remote,0.5,9589,LinkedIn,18,2022-03-05,1.0,OK,7,0,2.4285714285714284
49,55189,No,News & Content,590,3,Editor,4,No,2,0.3,3,Remote,0.3,9590,LinkedIn,38,2026-03-02,1.0,OK,5,1,2.8
46,116997,Yes,News & Content,591,1,News Director,2,Yes,4,12.4,2,On-site,0.1,9591,University Recruiting,44,2020-04-15,1.0,OK,5,1,0.6
37,90627,No,Sales,592,3,Sales Manager,2,No,3,1.0,4,Hybrid,1.0,9592,LinkedIn,17,2020-12-23,1.0,OK,6,3,3.3333333333333335
28,40247,Yes,News & Content,593,2,Photojournalist,2,No,3,0.6,3,Hybrid,0.2,9593,Career Site,13,2019-06-16,1.0,OK,4,0,3.0
47,60544,No,Human Resources,594,4,HR Generalist,4,No,3,0.4,3,Hybrid,0.4,9594,Employee Referral,30,2024-11-02,1.0,OK,4,0,2.75
31,50295,No,Sales,595,3,Account Executive,3,Yes,3,1.8,4,Hybrid,0.0,9595,Employee Referral,7,2024-10-12,1.0,OK,5,0,0.8
31,68792,Yes,News & Content,596,4,Producer,2,No,3,0.5,3,On-site,0.5,9596,Recruiter Sourced,37,2025-11-12,1.0,OK,7,1,2.5714285714285716
45,89299,No,Human Resources,597,4,HR Manager,3,Yes,4,1.4,3,Hybrid,1.4,9597,LinkedIn,42,2022-02-09,1.0,OK,8,2,3.0
50,130534,No,Sales,598,4,Account Executive,2,No,3,2.9,2,On-site,0.0,9598,Career Site,15,2018-10-04,1.0,OK,7,1,4.0
32,61773,Yes,News & Content,599,2,Reporter,1,No,3,5.7,2,Remote,2.9,9599,Employee Referral,45,2022-06-03,1.0,OK,9,0,2.2222222222222223
42,103329,No,Engineering,600,4,Systems Engineer,4,No,3,0.5,1,Hybrid,0.5,9600,LinkedIn,49,2022-07-24,1.0,OK,2,0,4.0
43,64815,No,Finance,601,1,Finance Manager,4,No,3,2.4,2,Remote,2.4,9601,Recruiter Sourced,38,2020-01-30,1.0,OK,0,0,0.0
34,44829,Yes,News & Content,602,4,Reporter,2,Yes,3,3.1,2,Hybrid,1.7,9602,Recruiter Sourced,50,2025-12-12,1.0,OK,8,0,1.5
37,68811,Yes,Sales,603,4,Account Executive,2,No,3,0.5,1,Hybrid,0.5,9603,Employee Referral,29,2024-06-02,1.0,OK,5,1,3.6
41,34000,Yes,News & Content,604,4,Photojournalist,1,No,2,14.9,3,On-site,6.6,9604,Employee Referral,26,2022-10-01,1.0,OK,4,0,2.5
24,53030,No,Finance,605,4,Finance Manager,2,No,4,4.0,2,On-site,1.5,9605,Indeed,32,2024-10-06,1.0,OK,1,0,10.0
56,34000,No,News & Content,606,1,Producer,3,No,3,2.5,3,Hybrid,0.5,9606,University Recruiting,20,2019-09-15,1.0,OK,4,1,3.75
34,63827,Yes,News & Content,607,2,News Director,4,Yes,4,0.3,1,Hybrid,0.3,9607,LinkedIn,26,2025-07-14,1.0,OK,15,1,1.8666666666666667
27,52210,Yes,News & Content,608,3,News Director,2,No,3,0.7,4,Hybrid,0.7,9608,Employee Referral,34,2025-02-19,1.0,OK,6,2,0.6666666666666666
36,88774,Yes,Sales,609,2,Account Executive,2,No,3,4.9,1,Hybrid,0.4,9609,University Recruiting,35,2026-01-23,1.0,OK,5,0,4.2
34,80660,Yes,News & Content,610,2,News Director,4,No,3,0.5,2,Remote,0.4,9610,Recruiter Sourced,39,2023-12-22,1.0,OK,5,1,2.2
23,75397,No,Engineering,611,3,IT Support,4,No,3,2.7,1,Hybrid,2.7,9611,LinkedIn,7,2019-08-15,1.0,OK,6,1,0.8333333333333334
30,106363,No,News & Content,612,3,Reporter,2,No,4,2.4,4,On-site,2.4,9612,Career Site,72,2024-05-10,1.0,OK,10,2,2.7
35,66475,No,News & Content,613,3,Producer,2,No,3,1.8,3,Hybrid,0.1,9613,Employee Referral,21,2022-03-27,1.0,OK,5,1,3.4
62,40762,No,Engineering,614,3,Systems Engineer,4,Yes,3,7.6,2,On-site,0.3,9614,Career Site,42,2024-04-08,1.0,OK,5,1,2.4
34,94597,No,Sales,615,3,Sales Coordinator,4,Yes,4,4.0,1,Hybrid,1.6,9615,University Recruiting,37,2022-09-27,1.0,OK,5,2,1.2
42,71516,No,News & Content,616,2,Reporter,3,No,4,1.0,2,Hybrid,1.0,9616,LinkedIn,25,2018-08-05,1.0,OK,2,0,2.0
21,67030,No,Engineering,617,3,IT Support,3,No,4,0.1,2,Hybrid,0.1,9617,Recruiter Sourced,41,2026-01-07,1.0,OK,0,0,0.0
30,90050,No,Sales,618,3,Sales Manager,4,Yes,3,5.6,4,On-site,0.4,9618,Recruiter Sourced,22,2024-01-21,1.0,OK,3,1,0.3333333333333333
44,70340,No,News & Content,619,4,Photojournalist,3,No,3,3.0,4,Remote,0.4,9619,University Recruiting,33,2023-04-25,1.0,OK,2,1,4.0
43,86570,No,Sales,620,3,Sales Coordinator,4,No,4,0.5,4,Hybrid,0.5,9620,Indeed,60,2019-04-04,1.0,OK,4,2,1.25
35,78861,No,News & Content,621,3,Producer,3,No,3,1.2,4,On-site,1.2,9621,Recruiter Sourced,28,2022-04-18,1.0,OK,4,1,3.75
26,40045,No,News & Content,622,3,Reporter,2,No,3,3.9,3,Hybrid,0.4,9622,University Recruiting,34,2018-12-05,1.0,OK,4,0,2.25
29,77258,No,Sales,623,4,Sales Manager,1,No,3,4.2,3,On-site,2.7,9623,Career Site,20,2022-09-22,1.0,OK,5,0,1.8
37,79485,No,News & Content,624,1,Reporter,3,No,4,2.0,1,Hybrid,0.9,9624,Career Site,42,2023-10-31,1.0,OK,8,1,4.125
53,83498,Yes,Engineering,625,2,Systems Engineer,3,Yes,3,0.7,2,On-site,0.3,9625,LinkedIn,23,2021-01-22,1.0,OK,2,0,0.5
34,60880,No,News & Content,626,3,Producer,3,Yes,3,8.9,2,On-site,2.3,9626,Career Site,37,2023-03-07,0.5454545454545454,REVIEW,3,0,0.6666666666666666
44,102375,Yes,News & Content,627,3,Producer,4,Yes,3,0.5,4,Remote,0.5,9627,University Recruiting,47,2021-01-21,1.0,OK,5,0,2.2
37,84356,No,Finance,628,2,Financial Analyst,1,No,2,3.4,3,On-site,0.2,9628,Career Site,30,2025-09-11,1.0,OK,8,0,2.875
33,78910,No,Sales,629,4,Sales Coordinator,3,Yes,4,4.7,1,Hybrid,4.7,9629,Indeed,41,2021-02-15,1.0,OK,6,1,2.1666666666666665
39,63172,No,News & Content,630,4,Reporter,3,No,3,0.9,2,On-site,0.9,9630,LinkedIn,38,2020-02-06,1.0,OK,0,0,0.0
59,101689,No,News & Content,631,3,News Director,3,Yes,4,11.8,4,Remote,1.0,9631,LinkedIn,47,2020-10-09,1.0,OK,3,0,0.6666666666666666
48,69742,No,Engineering,632,3,IT Support,4,Yes,3,1.7,3,On-site,1.2,9632,Career Site,41,2021-02-10,1.0,OK,6,2,2.3333333333333335
53,34000,Yes,News & Content,633,3,News Director,1,No,3,15.6,3,On-site,0.4,9633,Recruiter Sourced,50,2022-02-01,1.0,OK,9,0,3.111111111111111
43,100916,No,Sales,634,4,Sales Coordinator,4,No,3,4.1,2,On-site,4.1,9634,Employee Referral,30,2019-07-02,1.0,OK,1,0,2.0
33,77458,No,Sales,635,4,Sales Manager,4,No,4,4.1,2,Hybrid,2.3,9635,Indeed,17,2019-10-03,1.0,OK,2,1,0.0
38,69915,Yes,Engineering,636,2,IT Support,2,No,3,1.0,2,Hybrid,0.7,9636,Career Site,12,2020-09-30,1.0,OK,10,2,2.0
46,50542,Yes,News & Content,637,3,News Director,2,No,3,9.7,3,Hybrid,3.2,9637,LinkedIn,13,2018-09-06,1.0,OK,5,2,2.8
36,66875,No,Human Resources,638,1,HR Generalist,3,No,4,11.8,3,Hybrid,3.8,9638,LinkedIn,30,2023-07-18,1.0,OK,5,1,2.4
45,35580,No,News & Content,639,4,Editor,3,Yes,4,9.4,4,Remote,0.6,9639,Employee Referral,36,2022-09-03,1.0,OK,1,1,0.0
24,36768,No,Engineering,640,3,Systems Engineer,3,No,4,4.0,2,Hybrid,1.7,9640,Career Site,24,2020-03-18,1.0,OK,3,0,7.0
60,46586,No,News & Content,641,3,Editor,4,No,3,4.2,2,On-site,1.7,9641,Indeed,7,2021-05-12,0.5454545454545454,REVIEW,2,0,1.5
33,71984,No,Sales,642,3,Sales Coordinator,1,No,4,6.6,3,Hybrid,1.1,9642,Recruiter Sourced,25,2021-02-08,1.0,OK,0,0,0.0
37,56779,No,Finance,643,4,Finance Manager,3,Yes,4,3.6,2,On-site,3.6,9643,Indeed,28,2019-09-10,1.0,OK,6,2,1.3333333333333333
37,80213,Yes,Sales,644,1,Sales Coordinator,2,Yes,3,0.7,4,Hybrid,0.7,9644,LinkedIn,33,2024-03-12,1.0,OK,8,1,2.375
43,139483,Yes,News & Content,645,1,Photojournalist,4,Yes,2,0.1,2,Remote,0.1,9645,LinkedIn,52,2020-10-28,1.0,OK,6,1,2.1666666666666665
21,82633,No,News & Content,646,3,Producer,4,No,3,1.0,2,Hybrid,1.0,9646,Indeed,10,2020-07-08,1.0,OK,2,0,1.5
38,105865,No,Human Resources,647,3,HR Generalist,4,No,3,5.3,2,Hybrid,0.5,9647,Indeed,42,2019-02-17,1.0,OK,1,0,1.0
53,87428,No,Sales,648,3,Sales Manager,2,No,2,1.5,3,On-site,1.1,9648,Career Site,41,2023-06-19,1.0,OK,0,0,0.0
33,50175,No,News & Content,649,1,News Director,4,No,4,1.2,3,Hybrid,1.2,9649,University Recruiting,30,2021-04-08,1.0,OK,4,2,4.0
44,57531,No,Engineering,650,3,IT Support,4,Yes,3,2.0,4,On-site,2.0,9650,University Recruiting,39,2022-02-09,1.0,OK,2,0,3.5
34,80051,No,News & Content,651,2,Photojournalist,2,No,4,2.3,2,On-site,1.2,9651,Employee Referral,31,2019-08-08,1.0,OK,8,1,1.75
49,34000,Yes,Sales,652,1,Sales Manager,1,Yes,4,0.8,2,Hybrid,0.8,9652,Employee Referral,41,2022-04-29,1.0,OK,4,0,4.25
21,74106,Yes,News & Content,653,3,News Director,4,Yes,3,0.8,3,On-site,0.8,9653,LinkedIn,22,2023-12-18,1.0,OK,12,0,0.6666666666666666
22,34000,No,Sales,654,4,Account Executive,1,No,3,2.0,2,On-site,0.6,9654,LinkedIn,21,2019-05-29,1.0,OK,2,0,7.5
34,91670,No,Finance,655,3,Finance Manager,2,No,3,4.7,2,Hybrid,1.2,9655,Recruiter Sourced,9,2018-12-28,1.0,OK,4,0,3.75
38,86885,No,Finance,656,1,Financial Analyst,1,Yes,4,2.0,2,Hybrid,1.6,9656,Indeed,39,2021-12-21,1.0,OK,9,4,1.6666666666666667
33,71152,No,Sales,657,2,Account Executive,3,Yes,3,5.3,2,Hybrid,1.9,9657,Career Site,26,2019-12-28,1.0,OK,5,2,0.8
40,115687,No,News & Content,658,3,Editor,3,Yes,2,5.3,4,Remote,2.4,9658,Employee Referral,13,2023-04-30,1.0,OK,4,0,6.5
42,60065,No,Sales,659,4,Sales Coordinator,4,No,2,12.2,3,On-site,0.0,9659,Employee Referral,21,2023-04-21,1.0,OK,1,0,2.0
34,64178,Yes,News & Content,660,2,Editor,2,Yes,3,14.0,3,Remote,6.3,9660,Indeed,41,2025-04-01,1.0,OK,12,4,1.9166666666666667
54,109896,No,Engineering,661,3,Systems Engineer,3,No,4,4.6,4,On-site,3.3,9661,Career Site,36,2024-02-26,1.0,OK,0,0,0.0
29,99447,Yes,News & Content,662,3,News Director,1,Yes,3,2.6,4,On-site,2.0,9662,Employee Referral,21,2023-06-28,1.0,OK,9,3,2.5555555555555554
24,57107,No,Sales,663,3,Sales Coordinator,3,Yes,3,0.8,3,On-site,0.8,9663,University Recruiting,52,2021-01-21,1.0,OK,2,0,1.0
30,48095,No,Engineering,664,4,Systems Engineer,4,No,3,7.5,3,Hybrid,1.1,9664,Indeed,33,2025-02-05,1.0,OK,6,0,2.5
49,34000,No,Engineering,665,4,Broadcast Engineer,3,No,2,8.6,2,Hybrid,1.3,9665,Employee Referral,40,2024-04-06,1.0,OK,3,0,1.3333333333333333
55,125784,No,Human Resources,666,3,HR Manager,3,Yes,3,2.5,2,Hybrid,2.5,9666,Indeed,35,2023-12-05,1.0,OK,3,0,3.3333333333333335
45,107126,No,News & Content,667,1,Photojournalist,3,No,3,4.6,3,Hybrid,4.6,9667,Recruiter Sourced,30,2022-10-29,1.0,OK,2,0,3.5
31,36591,Yes,News & Content,668,1,News Director,4,No,3,1.6,4,On-site,1.6,9668,Employee Referral,39,2026-05-08,1.0,OK,2,0,2.5
21,94004,Yes,News & Content,669,4,Producer,1,No,4,0.8,4,On-site,0.8,9669,Indeed,48,2024-08-09,1.0,OK,3,0,3.3333333333333335
51,89730,No,News & Content,670,2,Editor,3,No,3,4.8,3,Remote,1.8,9670,Recruiter Sourced,30,2022-04-14,1.0,OK,6,0,3.8333333333333335
28,49100,No,News & Content,671,3,Reporter,1,No,3,3.7,3,Remote,2.7,9671,LinkedIn,43,2019-08-13,1.0,OK,2,0,1.0
27,158655,No,News & Content,672,4,News Director,3,No,4,4.9,4,Remote,0.3,9672,LinkedIn,24,2025-01-23,1.0,OK,2,0,2.0
34,86452,Yes,News & Content,673,4,Photojournalist,2,No,3,1.1,4,Hybrid,1.1,9673,Recruiter Sourced,57,2025-12-01,1.0,OK,7,1,2.857142857142857
21,75024,No,Sales,674,3,Account Executive,1,No,2,1.0,4,Remote,1.0,9674,Employee Referral,23,2022-04-22,1.0,OK,3,1,0.6666666666666666
21,61847,Yes,Human Resources,675,2,HR Manager,2,No,3,1.0,3,On-site,0.6,9675,Indeed,62,2022-03-16,1.0,OK,6,2,2.1666666666666665
30,96192,No,Human Resources,676,3,HR Generalist,4,No,3,0.6,4,On-site,0.4,9676,Employee Referral,17,2024-01-14,1.0,OK,1,1,1.0
34,110147,Yes,News & Content,677,4,Producer,2,Yes,3,3.1,4,Hybrid,0.1,9677,Career Site,29,2024-03-29,1.0,OK,4,0,0.5
26,99853,No,News & Content,678,4,Reporter,4,No,4,2.3,3,On-site,2.3,9678,Employee Referral,39,2022-04-13,1.0,OK,1,0,3.0
21,76391,No,News & Content,679,3,News Director,3,No,3,1.0,3,On-site,1.0,9679,Employee Referral,49,2020-05-31,1.0,OK,3,0,4.0
43,51470,No,Human Resources,680,4,HR Generalist,4,No,3,2.5,2,On-site,2.5,9680,Indeed,55,2020-05-07,1.0,OK,1,1,1.0
26,50350,No,News & Content,681,4,Photojournalist,1,Yes,3,3.7,3,Hybrid,1.5,9681,Employee Referral,52,2025-06-13,1.0,OK,10,1,2.2
34,48092,No,Sales,682,4,Sales Manager,2,Yes,3,8.7,3,On-site,1.2,9682,Indeed,12,2023-06-30,1.0,OK,1,0,7.0
40,71471,Yes,News & Content,683,4,Reporter,2,No,4,1.2,4,Hybrid,1.2,9683,University Recruiting,39,2025-11-11,1.0,OK,5,0,3.8
33,99661,No,News & Content,684,4,Editor,1,No,3,3.2,3,Remote,0.4,9684,LinkedIn,23,2021-09-11,0.5454545454545454,REVIEW,12,5,3.3333333333333335
51,79261,No,News & Content,685,3,Photojournalist,3,No,3,0.1,2,Hybrid,0.1,9685,LinkedIn,46,2024-02-27,1.0,OK,4,0,3.5
45,67485,No,News & Content,686,3,News Director,4,No,4,10.3,4,Hybrid,0.3,9686,University Recruiting,48,2023-11-18,1.0,OK,11,0,2.090909090909091
41,42829,No,Human Resources,687,3,HR Generalist,1,No,3,1.9,1,On-site,1.6,9687,Employee Referral,37,2024-11-13,1.0,OK,3,0,0.3333333333333333
35,75422,No,Sales,688,2,Sales Manager,2,No,3,1.7,4,Hybrid,0.6,9688,Indeed,27,2025-08-14,1.0,OK,8,0,2.375
34,113465,No,Sales,689,4,Sales Coordinator,2,No,3,1.8,4,On-site,1.8,9689,LinkedIn,19,2022-03-09,1.0,OK,4,1,4.0
45,36955,Yes,Sales,690,1,Sales Manager,3,No,3,5.7,1,On-site,5.7,9690,LinkedIn,24,2018-10-20,1.0,OK,4,0,2.25
49,83427,No,Engineering,691,3,Broadcast Engineer,2,No,4,2.3,3,Remote,1.8,9691,Employee Referral,24,2022-05-12,1.0,OK,3,0,0.6666666666666666
41,105899,No,Finance,692,4,Financial Analyst,3,Yes,3,1.4,2,On-site,1.4,9692,Recruiter Sourced,34,2021-05-15,1.0,OK,2,0,1.5
42,121157,No,Sales,693,3,Sales Manager,3,No,3,10.6,4,Hybrid,1.0,9693,Employee Referral,47,2022-04-01,1.0,OK,3,1,3.0
37,62596,No,News & Content,694,3,Producer,4,No,3,17.0,3,On-site,1.7,9694,Career Site,35,2019-12-05,1.0,OK,2,0,3.5
57,59554,No,Human Resources,695,4,HR Manager,4,No,4,3.5,1,Hybrid,3.1,9695,Indeed,18,2024-09-13,1.0,OK,3,0,3.0
34,63149,No,Sales,696,3,Account Executive,4,No,3,7.0,3,On-site,1.2,9696,Career Site,17,2023-05-25,1.0,OK,1,0,4.0
43,88666,Yes,News & Content,697,2,Reporter,4,No,3,3.9,1,Hybrid,0.2,9697,University Recruiting,43,2019-07-31,1.0,OK,7,0,2.142857142857143
35,57868,No,News & Content,698,4,Producer,4,No,3,0.9,3,Hybrid,0.2,9698,Career Site,59,2019-05-20,1.0,OK,4,0,0.75
