Age,AnnualSalary,Attrition,Department,EmployeeID,EngagementScore,JobRole,JobSatisfaction,OverTime,PerformanceRating,TenureYears,WorkLifeBalance,WorkMode,YearsSinceLastPromotion
38,48070,No,Sales,949,4,Sales Coordinator,3,No,3,1.1,3,Hybrid,0.5
36,86908,No,News & Content,950,3,Photojournalist,4,No,3,3.3,2,Remote,2.4
38,86768,No,News & Content,951,3,Reporter,4,No,4,3.6,2,Hybrid,1.5
36,78540,Yes,Human Resources,952,4,HR Manager,2,Yes,4,6.9,3,Remote,1.5
41,63239,No,Sales,953,2,Account Executive,4,No,3,0.7,4,On-site,0.7
44,34000,No,News & Content,954,1,Producer,3,No,3,8.5,3,Remote,0.5
36,71328,Yes,News & Content,955,3,News Director,2,No,2,0.6,4,On-site,0.6
23,98266,No,Sales,956,2,Account Executive,4,No,3,3.0,2,On-site,2.6
32,34000,Yes,News & Content,957,4,Photojournalist,1,No,4,0.6,3,On-site,0.6
27,93370,No,Sales,958,3,Sales Coordinator,2,No,4,2.5,4,Hybrid,0.9
37,65955,No,Sales,959,1,Account Executive,2,No,3,11.4,3,Remote,0.2
30,88550,No,Engineering,960,4,Systems Engineer,4,Yes,2,3.3,3,Remote,3.3
42,62705,Yes,News & Content,961,4,Reporter,3,Yes,3,7.7,4,On-site,4.1
30,73702,No,Finance,962,4,Accountant,4,No,2,2.4,3,On-site,0.0
26,96040,Yes,Sales,963,2,Account Executive,2,No,3,2.9,2,Hybrid,1.0
59,124853,No,Finance,964,3,Accountant,2,No,3,8.2,4,Remote,5.8
52,46630,Yes,News & Content,965,3,Reporter,2,Yes,3,2.2,3,Remote,0.4
30,46046,No,Sales,966,2,Sales Coordinator,4,No,3,10.0,3,Hybrid,2.2
30,57087,No,Engineering,967,2,IT Support,4,No,3,3.0,1,On-site,3.0
26,67652,No,Sales,968,2,Sales Coordinator,3,Yes,3,6.0,2,Hybrid,3.3
31,64970,No,News & Content,969,3,Editor,4,No,4,2.9,2,On-site,2.5
40,121225,Yes,News & Content,970,3,News Director,2,No,3,0.8,2,Remote,0.8
32,91388,No,Finance,971,3,Financial Analyst,3,No,3,2.8,4,On-site,1.7
27,67189,No,Finance,972,2,Finance Manager,4,No,2,0.2,3,On-site,0.2
52,128852,No,Sales,973,4,Sales Manager,4,No,3,4.9,4,Hybrid,1.1
21,59692,No,Engineering,974,4,Broadcast Engineer,4,No,2,1.0,4,Hybrid,1.0
42,53274,No,News & Content,975,1,Producer,3,No,3,2.0,2,On-site,0.6
40,70874,No,Sales,976,3,Sales Coordinator,2,No,4,0.8,4,Hybrid,0.8
43,34000,Yes,Engineering,977,4,IT Support,2,Yes,3,1.3,3,On-site,1.3
46,62470,No,News & Content,978,4,News Director,2,No,3,14.7,4,Hybrid,0.9
48,66552,No,News & Content,979,1,News Director,4,Yes,3,10.2,4,On-site,0.1
29,67034,Yes,Sales,980,2,Sales Coordinator,2,No,3,0.1,3,Hybrid,0.1
33,42412,No,News & Content,981,4,Photojournalist,3,No,3,2.1,4,Hybrid,0.0
37,41538,Yes,Engineering,982,4,IT Support,4,Yes,3,0.1,3,Hybrid,0.1
46,42942,Yes,Engineering,983,1,IT Support,3,No,3,0.9,2,On-site,0.9
29,123272,No,Sales,984,3,Account Executive,2,No,3,9.0,3,On-site,0.1
39,34000,No,News & Content,985,4,Photojournalist,3,No,3,8.9,4,Hybrid,1.1
36,34000,Yes,News & Content,986,3,Reporter,2,No,4,7.8,3,On-site,6.0
34,91950,No,Sales,987,3,Sales Manager,3,No,3,1.3,3,Hybrid,1.3
51,50137,No,Engineering,988,4,Systems Engineer,3,No,2,0.1,4,On-site,0.1
21,69316,No,Human Resources,989,4,HR Manager,4,No,3,1.0,3,Hybrid,1.0
40,58359,No,News & Content,990,3,Producer,2,No,4,3.0,3,On-site,0.4
28,90339,No,Sales,991,3,Account Executive,4,No,3,0.3,3,Hybrid,0.3
28,51253,Yes,News & Content,992,1,Reporter,2,No,3,1.9,4,Remote,1.6
47,50791,Yes,News & Content,993,2,Reporter,4,Yes,3,2.3,3,Hybrid,2.3
35,139036,Yes,News & Content,994,4,News Director,1,No,3,1.3,3,On-site,0.8
45,106172,No,Sales,995,4,Sales Coordinator,3,No,3,3.9,2,On-site,0.4
21,35102,Yes,Sales,996,1,Account Executive,4,No,3,1.0,4,On-site,1.0
34,34000,Yes,Sales,997,2,Sales Coordinator,2,No,4,8.7,3,On-site,1.0
29,74362,No,Sales,998,3,Sales Coordinator,3,No,3,3.2,4,Hybrid,0.8
38,34000,Yes,Sales,999,4,Account Executive,4,Yes,4,0.6,4,Remote,0.6
48,42872,No,Sales,1000,4,Sales Coordinator,4,No,3,0.3,2,On-site,0.3
35,81201,No,Sales,1001,3,Sales Manager,3,Yes,3,5.1,4,Hybrid,0.9
32,72903,No,News & Content,1002,3,News Director,1,No,3,6.4,3,On-site,1.1
36,89318,No,News & Content,1003,2,News Director,3,No,2,5.7,3,Remote,2.0
25,50522,Yes,Engineering,1004,4,Systems Engineer,1,Yes,3,1.0,2,On-site,0.6
47,116929,No,Finance,1005,3,Finance Manager,1,Yes,3,2.0,3,Hybrid,2.0
47,99214,No,Sales,1006,2,Sales Coordinator,2,No,3,2.5,3,On-site,0.3
47,78642,No,Sales,1007,3,Account Executive,4,No,3,7.0,1,On-site,1.2
50,75730,No,Human Resources,1008,3,HR Generalist,3,No,3,4.3,3,Hybrid,2.1
44,34000,Yes,News & Content,1009,4,News Director,3,No,3,3.6,3,On-site,3.6
51,67658,No,Sales,1010,1,Account Executive,1,No,3,10.2,2,Remote,1.8
57,67063,Yes,News & Content,1011,2,Reporter,3,No,3,0.2,2,Hybrid,0.0
49,110818,No,News & Content,1012,3,Reporter,2,Yes,3,2.9,4,Hybrid,2.9
22,82418,No,Human Resources,1013,3,HR Manager,4,No,3,2.0,2,On-site,0.3
40,39481,No,News & Content,1014,3,Reporter,3,No,2,0.5,2,Remote,0.5
33,62921,No,News & Content,1015,3,Editor,1,No,3,2.5,2,Hybrid,2.5
43,47795,Yes,News & Content,1016,2,News Director,1,Yes,3,5.1,2,On-site,0.5
34,71356,No,Engineering,1017,4,Systems Engineer,1,No,3,3.0,4,Hybrid,0.2
24,49601,Yes,Engineering,1018,1,Systems Engineer,2,Yes,3,1.3,3,On-site,1.3
43,88488,No,News & Content,1019,1,Producer,4,No,3,11.9,4,Hybrid,11.1
29,71165,No,Human Resources,1020,2,HR Manager,4,No,3,7.4,3,Hybrid,0.8
41,38141,Yes,Sales,1021,3,Sales Coordinator,2,Yes,3,1.3,3,Remote,0.4
21,71008,No,Sales,1022,2,Sales Coordinator,3,No,3,0.3,3,Remote,0.3
35,70007,No,Engineering,1023,2,IT Support,4,No,3,5.8,2,On-site,5.6
22,151165,No,Sales,1024,4,Account Executive,4,No,3,1.5,4,Hybrid,0.6
30,134527,No,Sales,1025,3,Sales Coordinator,2,No,3,6.9,4,On-site,0.2
39,103243,Yes,News & Content,1026,2,News Director,4,Yes,3,3.2,3,On-site,0.0
38,92867,No,News & Content,1027,2,Producer,3,Yes,3,5.4,4,Hybrid,0.6
50,65046,No,News & Content,1028,3,Reporter,4,Yes,3,3.3,2,Hybrid,0.3
37,93805,Yes,News & Content,1029,2,Photojournalist,1,No,2,0.9,2,On-site,0.4
49,73423,Yes,News & Content,1030,3,Producer,2,No,3,0.3,4,On-site,0.3
50,94161,No,Sales,1031,3,Account Executive,4,No,2,0.1,2,On-site,0.1
39,34706,Yes,Finance,1032,3,Finance Manager,2,Yes,3,2.3,4,Remote,2.3
35,92043,No,Finance,1033,3,Finance Manager,4,No,3,6.1,3,On-site,0.1
35,54248,Yes,Engineering,1034,1,IT Support,1,Yes,4,14.5,3,On-site,1.0
31,46026,No,Finance,1035,2,Accountant,3,Yes,2,10.9,3,Remote,0.2
44,95140,Yes,Finance,1036,2,Financial Analyst,2,Yes,3,10.9,4,Hybrid,7.4
48,137043,No,Sales,1037,2,Account Executive,3,No,3,3.1,3,On-site,1.5
27,90439,No,News & Content,1038,1,Producer,1,No,3,1.5,2,On-site,0.2
26,115745,No,Sales,1039,2,Account Executive,3,No,3,5.0,4,Remote,3.8
54,65773,No,Human Resources,1040,3,HR Generalist,2,No,2,1.6,2,Hybrid,1.6
34,50354,Yes,News & Content,1041,4,Producer,2,Yes,3,3.7,4,Hybrid,0.5
38,70712,No,News & Content,1042,4,Reporter,3,No,3,1.7,4,Hybrid,1.1
30,99331,No,Sales,1043,4,Sales Manager,2,No,3,3.7,2,Hybrid,2.0
26,64488,No,News & Content,1044,3,Photojournalist,1,Yes,3,2.8,3,Hybrid,2.8
22,34000,Yes,Sales,1045,2,Account Executive,4,Yes,3,2.0,2,On-site,2.0
56,54027,No,News & Content,1046,3,Editor,4,Yes,3,3.3,4,Hybrid,0.6
40,98135,Yes,News & Content,1047,1,Producer,1,No,3,8.9,1,Hybrid,0.2
34,58934,No,Sales,1048,4,Account Executive,3,No,4,0.6,1,On-site,0.6
42,70814,No,News & Content,1049,3,News Director,3,No,2,1.6,1,On-site,1.6
32,78494,No,Human Resources,1050,2,HR Generalist,4,Yes,3,1.1,3,Hybrid,0.7
35,98810,Yes,Sales,1051,2,Sales Manager,1,No,4,0.6,2,On-site,0.6
59,103582,No,News & Content,1052,3,Editor,2,No,3,5.3,3,Hybrid,0.9
24,73107,No,Sales,1053,4,Sales Coordinator,4,No,2,4.0,3,Hybrid,0.2
37,106646,No,Engineering,1054,4,Systems Engineer,3,Yes,2,13.5,4,Remote,6.5
51,56110,No,News & Content,1055,3,Producer,4,No,3,7.7,3,On-site,3.0
27,82556,Yes,Human Resources,1056,4,HR Generalist,2,Yes,3,0.3,1,Hybrid,0.1
48,92464,No,Engineering,1057,2,Broadcast Engineer,3,No,4,0.2,3,Hybrid,0.2
40,50011,No,News & Content,1058,4,Producer,4,Yes,2,2.3,2,On-site,2.3
48,60829,No,Sales,1059,4,Sales Manager,1,No,3,9.0,3,Hybrid,1.7
36,34000,Yes,Engineering,1060,2,Systems Engineer,2,No,3,3.9,4,On-site,0.1
44,90097,No,Sales,1061,4,Sales Coordinator,1,No,2,0.4,2,On-site,0.4
49,79665,No,News & Content,1062,4,Reporter,4,No,3,0.4,4,Hybrid,0.4
42,97581,No,Finance,1063,4,Financial Analyst,1,No,4,1.6,3,Hybrid,0.4
49,66213,No,News & Content,1064,1,Editor,4,No,3,7.4,2,Hybrid,7.4
24,83905,Yes,News & Content,1065,2,Producer,3,No,3,1.4,1,On-site,1.2
59,84327,No,Sales,1066,2,Account Executive,3,No,3,0.4,2,On-site,0.4
37,34033,Yes,News & Content,1067,3,News Director,3,Yes,3,1.9,3,On-site,0.4
33,34000,No,Engineering,1068,4,IT Support,4,Yes,3,8.1,4,Hybrid,0.3
23,34000,Yes,Sales,1069,4,Sales Coordinator,1,No,3,1.0,4,On-site,1.0
35,73718,No,News & Content,1070,3,Producer,3,No,3,5.0,1,Remote,0.3
39,62423,No,News & Content,1071,4,Reporter,4,Yes,3,19.0,2,On-site,0.5
24,34000,No,News & Content,1072,4,Producer,3,Yes,2,4.0,4,Hybrid,1.6
47,58917,No,Engineering,1073,3,IT Support,1,Yes,4,0.9,4,Remote,0.4
23,34000,No,News & Content,1074,3,Photojournalist,4,No,3,1.9,3,Hybrid,0.1
44,37540,No,Sales,1075,3,Sales Manager,4,No,3,1.8,2,Hybrid,1.8
45,81774,No,Sales,1076,2,Sales Coordinator,4,No,3,1.7,3,On-site,1.7
43,111964,No,Human Resources,1077,3,HR Manager,2,No,3,1.9,3,Hybrid,1.2
44,69266,No,News & Content,1078,3,Producer,1,No,4,0.7,3,On-site,0.7
40,103040,No,News & Content,1079,3,Reporter,4,Yes,3,12.1,3,On-site,0.3
31,87501,No,Engineering,1080,3,Broadcast Engineer,4,No,4,1.4,3,Hybrid,1.1
34,90131,No,News & Content,1081,2,News Director,4,No,4,4.0,3,On-site,0.1
48,95759,Yes,Sales,1082,2,Sales Coordinator,2,No,3,1.0,3,Hybrid,1.0
37,123188,No,Human Resources,1083,2,HR Manager,3,Yes,4,4.6,4,Hybrid,0.9
63,83833,No,News & Content,1084,3,Producer,1,No,3,7.0,2,Hybrid,2.3
32,85290,No,Engineering,1085,4,Broadcast Engineer,2,No,2,0.2,3,Hybrid,0.2
35,102072,No,Sales,1086,2,Sales Coordinator,4,No,3,0.2,3,On-site,0.2
56,116853,No,News & Content,1087,3,Reporter,3,Yes,3,2.1,3,Remote,1.1
43,104036,No,News & Content,1088,3,Reporter,1,No,3,3.4,2,Hybrid,3.4
28,75752,No,Finance,1089,2,Accountant,3,No,3,8.0,2,On-site,1.6
30,67338,No,News & Content,1090,3,Reporter,3,No,3,2.5,2,Hybrid,0.6
38,115559,No,News & Content,1091,1,News Director,4,No,3,4.2,3,Remote,0.0
21,77755,No,Finance,1092,3,Financial Analyst,4,No,3,1.0,3,Hybrid,1.0
40,99606,No,Finance,1093,4,Financial Analyst,4,Yes,3,2.6,3,On-site,2.6
48,61554,No,Sales,1094,4,Account Executive,4,No,2,1.5,4,Hybrid,0.3
34,47778,Yes,News & Content,1095,2,Photojournalist,1,No,4,5.1,1,On-site,1.1
45,41083,Yes,News & Content,1096,2,Producer,3,No,3,0.1,3,Hybrid,0.1
32,121349,Yes,News & Content,1097,2,News Director,4,Yes,3,2.4,3,Hybrid,1.0
44,52927,No,News & Content,1098,4,Photojournalist,4,No,3,1.1,3,On-site,1.1
33,93820,No,News & Content,1099,3,News Director,1,Yes,3,3.9,4,On-site,2.5
34,66507,Yes,News & Content,1100,3,Producer,4,No,3,0.5,1,On-site,0.5
47,66607,No,Sales,1101,4,Sales Coordinator,1,No,2,2.6,4,Hybrid,1.4
39,66403,No,Sales,1102,3,Sales Manager,2,No,3,2.3,1,Hybrid,1.7
54,80561,No,Sales,1103,1,Sales Manager,3,No,3,4.2,4,Hybrid,2.9
64,51025,No,Sales,1104,3,Sales Manager,3,No,3,1.3,4,Remote,1.3
51,53379,No,Engineering,1105,2,Broadcast Engineer,2,Yes,2,3.0,3,On-site,3.0
33,49421,No,News & Content,1106,2,Producer,4,No,3,2.6,2,Hybrid,2.5
35,48430,Yes,News & Content,1107,2,Editor,3,No,3,6.7,3,On-site,6.7
60,57148,No,Sales,1108,3,Sales Manager,3,No,3,0.7,3,Remote,0.4
39,90544,Yes,News & Content,1109,4,Producer,3,Yes,3,1.2,3,On-site,0.1
37,80929,No,News & Content,1110,3,News Director,2,No,4,2.6,4,On-site,2.0
46,86880,No,Sales,1111,3,Account Executive,4,Yes,3,4.5,3,Hybrid,4.5
28,85118,No,News & Content,1112,4,Reporter,1,No,3,2.1,3,Hybrid,1.1
48,41213,Yes,News & Content,1113,3,Reporter,2,No,3,0.1,1,Hybrid,0.1
59,54668,No,Sales,1114,2,Sales Coordinator,4,Yes,2,2.9,3,On-site,0.4
46,101575,No,Sales,1115,3,Sales Manager,3,Yes,3,3.0,3,On-site,2.5
32,61922,Yes,Finance,1116,1,Financial Analyst,3,Yes,3,2.2,2,Hybrid,2.2
40,55157,No,News & Content,1117,4,Editor,1,No,2,3.0,4,Remote,3.0
34,68220,No,Engineering,1118,2,Systems Engineer,3,No,2,9.6,4,On-site,5.1
28,57054,No,Engineering,1119,3,Broadcast Engineer,1,Yes,4,2.4,3,On-site,2.3
46,61474,Yes,News & Content,1120,2,Reporter,1,No,4,0.1,2,Hybrid,0.1
27,92349,No,News & Content,1121,3,Editor,1,No,3,0.2,1,Hybrid,0.2
34,39584,Yes,News & Content,1122,2,Photojournalist,4,No,3,14.0,2,Hybrid,3.1
29,101846,No,News & Content,1123,2,Editor,4,No,3,9.0,2,On-site,0.2
53,84668,No,Sales,1124,1,Sales Manager,4,No,4,0.4,2,Hybrid,0.4
40,34000,No,Engineering,1125,3,Broadcast Engineer,3,No,3,4.6,2,Hybrid,1.1
46,56125,Yes,Engineering,1126,2,Broadcast Engineer,2,No,3,1.5,2,Remote,1.5
48,58795,No,News & Content,1127,3,News Director,2,No,3,10.0,4,On-site,0.2
57,54973,No,Sales,1128,4,Account Executive,1,No,3,2.4,4,Hybrid,0.4
44,77956,No,News & Content,1129,4,Photojournalist,2,No,3,6.9,3,Hybrid,3.9
47,60587,No,Sales,1130,4,Sales Manager,3,Yes,3,6.0,4,On-site,3.3
54,34000,No,News & Content,1131,4,Producer,4,No,4,6.1,3,Hybrid,0.9
50,69202,No,Engineering,1132,2,Broadcast Engineer,4,No,3,0.3,3,Hybrid,0.3
41,62563,Yes,News & Content,1133,4,Reporter,2,No,2,0.1,3,Remote,0.1
22,46473,No,News & Content,1134,2,Producer,3,No,3,1.9,4,On-site,0.9
40,59648,Yes,News & Content,1135,1,Photojournalist,2,No,3,2.3,3,On-site,1.1
36,91855,No,Finance,1136,2,Accountant,3,Yes,2,6.5,4,Hybrid,0.3
29,91551,No,Sales,1137,3,Sales Manager,2,No,3,6.9,4,On-site,4.0
36,38536,Yes,Sales,1138,3,Sales Coordinator,2,Yes,3,9.9,4,Hybrid,3.8
32,34000,Yes,Finance,1139,2,Financial Analyst,3,No,3,6.9,2,On-site,3.5
35,82286,No,Sales,1140,2,Sales Manager,4,No,3,1.7,3,Hybrid,0.4
43,106630,No,News & Content,1141,3,Reporter,1,Yes,4,2.7,2,Hybrid,2.4
25,73433,No,News & Content,1142,3,Editor,3,No,3,5.0,3,On-site,0.8
64,64393,Yes,News & Content,1143,2,Reporter,4,Yes,3,0.8,2,Hybrid,0.8
35,79304,No,Engineering,1144,4,Broadcast Engineer,4,No,2,4.6,1,Hybrid,2.1
44,73734,No,Sales,1145,2,Sales Manager,3,No,3,0.9,3,Hybrid,0.9
31,108078,No,News & Content,1146,3,Producer,3,No,3,5.5,2,Remote,2.1
43,67166,No,Sales,1147,4,Sales Manager,4,No,3,4.9,3,Hybrid,0.5
43,54059,No,News & Content,1148,1,News Director,3,No,3,0.3,4,On-site,0.3
35,112601,Yes,Engineering,1149,2,IT Support,2,No,3,1.0,3,Hybrid,1.0
63,36377,Yes,News & Content,1150,4,Producer,1,No,2,5.0,3,On-site,0.2
48,47243,Yes,Engineering,1151,2,Broadcast Engineer,2,Yes,3,7.2,3,On-site,5.8
47,80703,No,Sales,1152,3,Account Executive,1,No,4,2.6,1,On-site,0.6
34,54848,Yes,News & Content,1153,1,Photojournalist,3,No,3,1.0,1,Hybrid,1.0
31,58076,Yes,Sales,1154,1,Account Executive,4,Yes,3,3.8,1,On-site,1.7
58,119929,No,News & Content,1155,3,Editor,2,No,3,6.0,4,Remote,1.7
21,69523,Yes,Engineering,1156,2,Systems Engineer,4,No,4,1.0,3,On-site,1.0
34,69995,No,News & Content,1157,4,Photojournalist,1,No,4,3.7,4,On-site,1.2
42,93182,No,Sales,1158,4,Account Executive,2,No,3,0.1,2,On-site,0.1
53,91703,No,News & Content,1159,3,Editor,4,No,4,2.7,2,On-site,1.4
27,92998,No,News & Content,1160,2,Photojournalist,4,Yes,3,7.0,4,Hybrid,0.0
33,49472,No,Engineering,1161,4,IT Support,3,No,3,4.3,2,Hybrid,0.8
27,65565,No,Sales,1162,2,Account Executive,1,No,3,1.6,3,Hybrid,0.1
41,142993,Yes,Sales,1163,2,Account Executive,3,No,3,0.2,4,Remote,0.2
39,68743,No,Sales,1164,3,Account Executive,2,No,3,3.8,3,On-site,2.0
21,34000,No,Human Resources,1165,3,HR Manager,4,No,2,1.0,3,On-site,1.0
32,99595,No,Engineering,1166,3,Broadcast Engineer,4,No,4,4.9,4,On-site,2.6
21,81172,Yes,News & Content,1167,2,Photojournalist,1,No,4,1.0,4,Hybrid,1.0
31,45745,No,Sales,1168,3,Account Executive,4,No,3,2.2,2,Remote,1.7
32,37933,Yes,News & Content,1169,2,Photojournalist,1,No,3,9.6,3,On-site,1.9
35,80075,No,Sales,1170,3,Sales Coordinator,4,No,3,4.9,4,Hybrid,0.5
35,60645,No,Engineering,1171,2,IT Support,3,No,3,1.6,1,On-site,0.8
51,66498,No,Finance,1172,2,Financial Analyst,3,Yes,3,3.0,2,Hybrid,0.1
28,84653,Yes,News & Content,1173,2,Producer,2,No,3,8.0,4,On-site,0.1
40,54950,No,Sales,1174,4,Sales Manager,1,No,4,16.4,4,On-site,0.4
21,72851,Yes,News & Content,1175,2,News Director,4,No,4,0.9,3,On-site,0.9
38,43535,No,News & Content,1176,3,Photojournalist,3,No,3,6.0,2,Hybrid,1.0
31,50771,No,Sales,1177,4,Account Executive,4,No,3,11.0,2,Hybrid,1.2
44,107764,Yes,Engineering,1178,2,Broadcast Engineer,2,Yes,2,1.5,4,On-site,1.5
37,61970,No,News & Content,1179,2,Reporter,3,No,3,0.1,2,Hybrid,0.1
31,60009,Yes,News & Content,1180,4,Reporter,2,Yes,4,0.1,1,Remote,0.1
21,86150,No,Human Resources,1181,3,HR Manager,3,No,4,1.0,3,On-site,1.0
45,58844,No,Human Resources,1182,4,HR Generalist,3,Yes,3,1.6,3,Hybrid,1.6
40,118726,No,News & Content,1183,4,Photojournalist,3,No,3,4.2,3,Hybrid,0.0
40,78671,Yes,Sales,1184,2,Sales Coordinator,2,No,4,1.2,1,Hybrid,0.9
21,40650,Yes,News & Content,1185,3,Photojournalist,4,No,3,1.0,1,Hybrid,0.2
51,101082,No,Sales,1186,4,Account Executive,4,No,2,1.3,4,On-site,0.8
34,98145,No,News & Content,1187,2,News Director,4,No,3,4.6,3,Hybrid,3.1
42,59632,No,Engineering,1188,4,Broadcast Engineer,4,No,4,0.9,3,On-site,0.9
43,34000,No,News & Content,1189,4,Editor,4,No,3,15.0,2,On-site,0.2
41,51094,No,Sales,1190,4,Account Executive,3,No,4,19.9,3,Hybrid,3.7
37,83358,No,News & Content,1191,4,Editor,3,Yes,2,2.2,3,Hybrid,1.7
21,87062,Yes,Engineering,1192,3,IT Support,1,No,4,1.0,3,On-site,1.0
36,78756,No,News & Content,1193,3,News Director,3,Yes,3,5.5,3,On-site,0.4
42,86059,No,Sales,1194,3,Sales Coordinator,1,No,3,2.5,2,On-site,2.5
39,37924,Yes,Engineering,1195,2,Broadcast Engineer,2,No,3,15.3,4,On-site,0.4
34,34000,No,News & Content,1196,4,News Director,3,No,3,4.1,3,On-site,1.3
43,57658,No,News & Content,1197,4,Producer,4,Yes,3,3.9,4,On-site,0.4
40,79450,No,News & Content,1198,3,Photojournalist,3,No,4,1.7,1,Hybrid,1.7
33,45385,No,Human Resources,1199,2,HR Manager,4,No,3,3.9,2,On-site,0.4
24,34000,Yes,News & Content,1200,3,News Director,2,No,3,0.5,2,Hybrid,0.5
35,36347,Yes,News & Content,1201,2,Producer,4,No,4,1.9,3,Hybrid,1.9
32,69703,No,News & Content,1202,3,News Director,4,No,3,0.5,3,On-site,0.5
33,95845,No,News & Content,1203,3,Producer,3,No,2,4.1,4,On-site,2.6
29,34000,Yes,News & Content,1204,3,News Director,3,No,3,4.8,1,Hybrid,3.8
32,85485,No,Finance,1205,2,Finance Manager,3,No,3,1.1,3,Hybrid,1.1
27,51597,No,Finance,1206,4,Accountant,4,Yes,2,7.0,4,On-site,5.1
28,122111,No,News & Content,1207,2,Producer,3,No,3,4.5,3,On-site,0.8
26,133363,Yes,Finance,1208,1,Accountant,2,Yes,3,1.7,3,On-site,1.7
50,56271,No,News & Content,1209,4,Reporter,4,No,4,2.7,1,On-site,1.8
46,34697,Yes,Engineering,1210,4,Broadcast Engineer,2,No,2,2.1,3,On-site,0.4
36,98662,No,News & Content,1211,3,Photojournalist,4,Yes,4,1.7,2,On-site,1.7
30,59733,No,Finance,1212,3,Financial Analyst,1,No,2,4.8,4,On-site,1.2
36,78381,No,Sales,1213,3,Account Executive,1,No,3,2.5,2,On-site,2.5
24,40203,No,News & Content,1214,3,Reporter,3,No,4,1.7,3,Hybrid,0.1
25,42877,No,Engineering,1215,3,Broadcast Engineer,3,No,3,5.0,2,On-site,0.4
51,57693,No,News & Content,1216,4,Producer,4,No,4,14.1,3,On-site,0.2
59,37712,No,Sales,1217,4,Account Executive,4,No,3,1.5,2,Hybrid,1.5
53,61651,Yes,News & Content,1218,1,News Director,1,Yes,3,3.1,3,On-site,0.9
30,85593,Yes,News & Content,1219,2,News Director,3,Yes,3,10.0,2,On-site,3.4
33,51809,No,Engineering,1220,2,IT Support,3,No,2,5.9,3,On-site,0.4
35,89053,Yes,News & Content,1221,1,Reporter,2,No,3,5.8,3,On-site,0.4
31,75747,No,Finance,1222,2,Finance Manager,4,No,3,3.9,3,Hybrid,1.4
21,102102,No,Sales,1223,4,Sales Coordinator,1,No,4,1.0,3,Hybrid,1.0
37,70247,No,Human Resources,1224,3,HR Manager,2,No,4,0.6,4,Remote,0.6
49,86102,No,Engineering,1225,1,Broadcast Engineer,3,No,3,8.1,4,On-site,1.1
26,74632,No,Finance,1226,3,Accountant,2,Yes,4,3.4,2,Hybrid,2.6
38,68094,Yes,Sales,1227,1,Account Executive,4,No,3,1.0,1,Remote,0.4
33,58816,Yes,Finance,1228,2,Accountant,2,Yes,3,13.0,4,Hybrid,1.6
33,104117,Yes,Sales,1229,2,Account Executive,2,No,3,8.5,1,Hybrid,1.1
29,42753,Yes,Sales,1230,1,Sales Coordinator,1,Yes,3,9.0,2,Hybrid,1.2
47,69937,No,Sales,1231,3,Sales Coordinator,3,No,3,2.8,2,Hybrid,0.5
46,70929,No,Engineering,1232,3,IT Support,3,No,3,2.5,4,Hybrid,0.7
36,87586,Yes,News & Content,1233,4,Editor,2,No,3,7.0,4,Hybrid,5.1
54,73548,No,Engineering,1234,3,Broadcast Engineer,3,No,3,1.3,2,On-site,1.3
41,97221,No,Engineering,1235,3,Systems Engineer,2,No,3,1.2,4,On-site,0.9
56,82585,No,News & Content,1236,4,Reporter,3,Yes,3,6.3,3,Hybrid,1.1
56,69986,No,Human Resources,1237,2,HR Manager,4,No,3,1.7,4,Hybrid,1.7
43,74004,No,Sales,1238,4,Sales Manager,2,No,4,2.1,4,Hybrid,0.9
32,34000,No,Sales,1239,3,Sales Coordinator,3,No,2,1.7,4,On-site,1.7
52,60054,Yes,News & Content,1240,2,Photojournalist,2,Yes,3,10.4,4,Remote,3.5
31,92837,No,Sales,1241,3,Sales Coordinator,4,Yes,3,2.1,2,Hybrid,2.1
36,55584,No,News & Content,1242,2,Photojournalist,3,No,4,3.4,4,Hybrid,3.4
36,46979,No,Human Resources,1243,3,HR Manager,3,Yes,3,14.9,3,Hybrid,1.0
25,69363,No,Engineering,1244,3,IT Support,1,No,3,5.0,2,Hybrid,0.2
42,87110,No,News & Content,1245,3,Producer,4,No,3,9.6,4,Hybrid,0.2
45,93549,Yes,News & Content,1246,3,Producer,4,No,4,2.3,1,On-site,2.3
39,45238,No,Sales,1247,3,Sales Manager,1,No,3,4.0,4,Hybrid,0.3
45,36784,Yes,News & Content,1248,4,Photojournalist,3,No,3,7.4,1,Remote,6.8
28,108830,No,News & Content,1249,4,Producer,3,No,3,0.5,4,Hybrid,0.5
32,137324,No,Sales,1250,3,Sales Coordinator,1,Yes,3,10.4,2,Hybrid,1.5
28,44315,Yes,News & Content,1251,4,Editor,4,No,3,4.8,3,On-site,4.2
56,50137,No,News & Content,1252,3,Photojournalist,3,No,2,8.9,3,Remote,1.0
38,56061,Yes,Sales,1253,4,Sales Coordinator,1,Yes,3,0.2,4,Remote,0.2
37,54187,No,News & Content,1254,2,Editor,2,No,3,17.0,2,On-site,1.4
38,101889,No,Sales,1255,3,Sales Manager,1,Yes,4,5.9,3,Remote,0.3
31,77758,No,Finance,1256,4,Finance Manager,2,No,3,9.5,3,Hybrid,0.2
48,85918,No,News & Content,1257,2,Editor,3,No,3,5.2,4,Hybrid,0.8
45,63325,No,Finance,1258,2,Finance Manager,2,No,3,1.7,3,On-site,0.9
37,50387,No,News & Content,1259,3,Photojournalist,1,No,3,3.6,2,On-site,2.4
